CIF_NIF,n_EMPL,TOT_ARPU_3m,TOT_LINEAS_FYM,ARPU_F_3m,ARPU_M_3m,TOT_LINEAS_POT,cADSL,cFusionado
3203,7,88.9381,4,78.5581,10.38,0,1,1
3204,0,188.6582,4,178.3282,10.33,0,0,0
3205,2,215.7861,7,139.3061,76.48,0,1,0
3206,2,23.69,2,0,23.69,1,0,0
3207,2,40.75,2,0,40.75,0,0,0
3208,2,14.379,1,14.379,0,0,0,0
3209,0,134.7402,2,134.7402,0,0,0,0
3210,2,78.0339,2,78.0339,0,0,1,0
3211,5,132.7039,3,122.1239,10.58,0,1,1
3212,0,108.3595,2,81.0595,27.3,0,1,0
3213,5,276.9915,3,276.9915,0,0,0,0
3214,0,148.8481,3,137.7981,11.05,0,1,1
3215,0,45.165,1,45.165,0,0,1,0
3216,4,45.5211,1,45.5211,0,0,1,0
3217,3,24.0672,1,24.0672,0,0,0,0
3218,5,110.3834,3,89.1434,21.24,0,1,1
3219,0,27.3656,1,27.3656,0,0,0,0
3220,0,41.4,1,0,41.4,0,0,0
3221,7,27.4714,3,27.4714,0,0,0,0
3222,1,43.9542,3,33.5442,10.41,0,1,1
3223,5,29.94,1,0,29.94,0,0,0
3224,3,130.9713,3,110.5413,20.43,0,1,0
3225,2,48.6181,2,40.2481,8.37,0,1,1
3226,0,17.7022,1,17.7022,0,0,0,0
3227,4,12.39,1,0,12.39,0,0,0
3228,0,26.85,1,0,26.85,0,0,0
3229,0,44.7187,1,44.7187,0,1,1,0
3230,1,3.7626,1,3.7626,0,0,0,0
3231,0,128.509,2,128.509,0,0,0,0
3232,1,236.9239,6,189.6139,47.31,0,1,1
3233,5,17.7624,1,17.7624,0,0,0,0
3234,2,61.46,2,0,61.46,0,0,0
3235,0,9.92,1,0,9.92,0,0,0
3236,0,12.46,1,0,12.46,0,0,0
3237,8,168.3222,4,151.2522,17.07,0,1,0
3238,1,247.6927,4,237.3627,10.33,0,0,0
3239,13,43.684,1,43.684,0,0,1,0
3240,20,44.85,1,0,44.85,0,0,0
3241,2,82.1625,3,58.0225,24.14,0,1,1
3242,5,55.2841,2,44.7941,10.49,0,1,1
3243,3,23.8589,1,23.8589,0,0,0,0
3244,2,40.8136,2,26.0736,14.74,0,0,0
3245,5,41.5838,1,41.5838,0,0,0,0
3246,0,18.97,1,0,18.97,0,0,0
3247,1,22.18,1,0,22.18,0,0,0
3248,0,46.52,1,0,46.52,0,0,0
3249,3,61.4326,2,49.1426,12.29,0,1,1
3250,0,260.1023,6,151.6523,108.45,0,1,0
3251,2,3.6126,1,3.6126,0,0,0,0
3252,9,32.77,1,0,32.77,0,0,0
3253,4,247.9572,5,210.4372,37.52,0,0,0
3254,1,255.4699,8,168.8099,86.66,0,1,0
3255,1,233.0883,3,192.0483,41.04,0,0,0
3256,6,19,1,0,19,0,0,0
3257,0,16.53,1,0,16.53,0,0,0
3258,4,41.8241,2,31.9541,9.87,0,1,1
3259,1,83.1092,2,83.1092,0,0,1,0
3260,6,88.9051,2,88.9051,0,0,0,0
3261,0,196.1699,6,141.5999,54.57,0,0,0
3262,2,39,2,0,39,0,0,0
3263,22,4.2039,1,4.2039,0,0,0,0
3264,7,28.154,1,28.154,0,0,0,0
3265,0,10.9173,1,10.9173,0,0,0,0
3266,1,14.379,1,14.379,0,0,0,0
3267,3,83.7415,2,72.3715,11.37,0,1,1
3268,3,31.7481,1,31.7481,0,0,0,0
3269,1,39.09,1,0,39.09,0,0,0
3270,6,14.5348,1,14.5348,0,0,0,0
3271,1,11.1277,1,11.1277,0,0,0,0
3272,2,42.6,2,0,42.6,0,0,0
3273,2,31.36,1,0,31.36,0,0,0
3274,5,44.4892,1,44.4892,0,0,1,0
3275,0,20.4119,1,20.4119,0,0,0,0
3276,0,38.95,1,0,38.95,0,0,0
3277,5,35.6095,1,35.6095,0,0,0,0
3278,3,17.7504,1,17.7504,0,0,0,0
3279,8,16.7024,1,16.7024,0,0,0,0
3280,2,26.4,1,0,26.4,0,0,0
3281,1,41.949,2,32.159,9.79,0,1,1
3282,1,4.0899,1,4.0899,0,0,0,0
3283,0,47.5124,3,39.1924,8.32,0,1,1
3284,8,94.5701,4,29.2401,65.33,0,0,0
3285,1,186.3382,3,186.3382,0,0,1,0
3286,0,235.029,4,182.059,52.97,0,0,0
3287,2,42.2114,3,33.7814,8.43,0,1,1
3288,2,4.1402,1,4.1402,0,0,0,0
3289,2,46.4598,1,46.4598,0,0,1,0
3290,1,29.2193,1,29.2193,0,0,1,0
3291,1,24.1195,1,24.1195,0,0,0,0
3292,3,15.2054,1,15.2054,0,0,0,0
3293,1,131.67,5,94.7,36.97,0,0,0
3294,0,153.0304,1,153.0304,0,2,1,0
3295,6,40.1719,2,40.1719,0,0,1,0
3296,9,0,1,0,0,0,0,0
3297,0,13.04,1,0,13.04,0,0,0
3298,4,51.38,1,0,51.38,0,0,0
3299,1,16.8,1,0,16.8,1,0,0
3300,2,44.7943,1,44.7943,0,0,1,0
3301,2,4.3057,1,4.3057,0,0,0,0
3302,0,45.7557,1,45.7557,0,0,1,0
3303,2,33.7729,2,22.1929,11.58,0,1,1
3304,4,23.32,1,0,23.32,0,0,0
3305,10,15.2601,1,15.2601,0,1,0,0
3306,6,45.0636,1,45.0636,0,0,1,0
3307,0,44.4178,1,44.4178,0,0,1,0
3308,3,57.8989,2,47.5189,10.38,0,1,1
3309,1,291.0066,7,134.0866,156.92,0,1,1
3310,0,222.1355,5,222.1355,0,0,0,0
3311,1,260.1449,7,181.5049,78.64,0,1,0
3312,10,179.447,5,127.347,52.1,0,1,0
3313,3,42.5799,2,33.0999,9.48,0,1,1
3314,5,4.3057,1,4.3057,0,0,0,0
3315,1,24.55,1,0,24.55,0,0,0
3316,1,45.8294,2,37.5094,8.32,0,1,1
3317,0,35.6615,1,35.6615,0,1,0,0
3318,5,28.2835,1,28.2835,0,0,0,0
3319,0,6.2192,1,6.2192,0,0,0,0
3320,1,39.7452,1,39.7452,0,0,0,0
3321,59,29.8146,1,29.8146,0,0,0,0
3322,1,58.749,3,14.379,44.37,0,1,1
3323,2,33.4259,1,33.4259,0,0,0,0
3324,0,125.6199,6,99.1599,26.46,0,0,0
3325,0,15.2054,1,15.2054,0,1,0,0
3326,7,36.0283,4,36.0283,0,0,0,0
3327,0,15.7275,1,15.7275,0,0,0,0
3328,3,34.69,1,0,34.69,0,0,0
3329,0,25.1277,3,13.1577,11.97,0,1,1
3330,13,0,1,0,0,0,0,0
3331,2,97.272,3,51.852,45.42,0,1,1
3332,0,170.2407,3,170.2407,0,0,1,0
3333,1,178.2283,5,178.2283,0,0,0,0
3334,0,265.3731,8,199.4931,65.88,0,1,0
3335,4,8.0511,1,8.0511,0,0,0,0
3336,85,39.9988,1,39.9988,0,0,1,0
3337,9,37.7432,1,37.7432,0,0,1,0
3338,4,20.4119,1,20.4119,0,0,0,0
3339,2,37.46,1,37.46,0,0,0,0
3340,3,10.74,1,0,10.74,2,0,0
3341,0,42.67,1,0,42.67,0,0,0
3342,2,58.8376,4,48.3376,10.5,0,1,1
3343,1,141.2747,4,121.0947,20.18,0,1,1
3344,0,107.9573,3,92.9073,15.05,0,0,0
3345,1,308.0702,9,168.6302,139.44,0,1,1
3346,3,24.8887,1,24.8887,0,0,0,0
3347,1,42.9786,2,34.6586,8.32,0,1,1
3348,0,31.1,2,0,31.1,0,0,0
3349,5,20.0738,1,20.0738,0,1,0,0
3350,2,42.7572,2,34.3272,8.43,0,1,1
3351,0,13.4,1,0,13.4,0,0,0
3352,1,3.44,2,0,3.44,0,1,1
3353,2,11.06,1,0,11.06,0,0,0
3354,28,21.95,1,0,21.95,0,0,0
3355,2,12.08,1,0,12.08,0,0,0
3356,2,29.59,1,0,29.59,0,0,0
3357,1,28.4,1,0,28.4,0,0,0
3358,3,16.5027,1,16.5027,0,0,0,0
3359,1,25.15,1,0,25.15,0,0,0
3360,5,62.21,3,0,62.21,0,0,0
3361,4,51.6,2,0,51.6,0,0,0
3362,3,17.41,1,0,17.41,0,0,0
3363,0,29.31,2,0,29.31,0,0,0
3364,2,18.8741,1,18.8741,0,0,0,0
3365,5,25.1525,1,25.1525,0,0,0,0
3366,2,55.4512,2,44.4512,11,0,1,1
3367,1,79.34,8,0,79.34,0,0,0
3368,21,72.6203,2,45.5303,27.09,0,1,1
3369,1,159.785,4,144.015,15.77,1,1,0
3370,0,139.1689,3,139.1689,0,0,0,0
3371,1,38.2618,1,38.2618,0,0,1,0
3372,0,7.6,1,0,7.6,0,0,0
3373,1,23.502,1,23.502,0,0,0,0
3374,2,15.2054,1,15.2054,0,0,0,0
3375,3,45.58,2,0,45.58,0,0,0
3376,6,13.88,1,0,13.88,0,0,0
3377,1,15.3121,1,15.3121,0,0,0,0
3378,0,58.12,1,0,58.12,0,0,0
3379,1,5.78,1,0,5.78,1,0,0
3380,1,49.4835,2,39.1335,10.35,0,1,1
3381,0,61.49,2,0,61.49,0,0,0
3382,2,112.2293,3,95.5093,16.72,0,1,1
3383,5,142.9322,5,119.7022,23.23,0,1,0
3384,0,220.6138,4,149.6838,70.93,0,0,0
3385,4,31.9422,1,31.9422,0,1,0,0
3386,9,28.7,1,0,28.7,0,0,0
3387,3,28.1501,1,28.1501,0,0,1,0
3388,1,21.84,1,0,21.84,0,0,0
3389,1,23.169,1,23.169,0,1,0,0
3390,1,24.3044,1,24.3044,0,0,1,0
3391,4,18.48,1,0,18.48,0,0,0
3392,2,108.2553,4,44.0253,64.23,0,1,1
3393,1,129.0096,2,96.8096,32.2,0,1,0
3394,2,124.0782,4,92.0182,32.06,0,0,0
3395,0,942.3764,3,123.7464,818.63,0,1,1
3396,1,230.6316,7,176.1016,54.53,0,1,0
3397,0,614.0553,8,340.8453,273.21,0,1,0
3398,3,45.0308,1,45.0308,0,0,1,0
3399,0,17.6483,1,17.6483,0,0,0,0
3400,0,10.28,1,0,10.28,0,0,0
3401,1,14.4588,1,14.4588,0,0,0,0
3402,0,19.8,1,0,19.8,0,0,0
3403,2,17.5288,1,17.5288,0,0,0,0
3404,4,0,1,0,0,0,0,0
3405,3,54.02,1,0,54.02,0,0,0
3406,0,20,1,0,20,0,0,0
3407,0,0.07,1,0,0.07,0,0,0
3408,2,60.0698,2,47.3798,12.69,0,1,1
3409,2,80.3191,2,58.1991,22.12,0,1,1
3410,2,67.1423,2,49.3823,17.76,0,1,1
3411,1,110.4625,4,84.2325,26.23,0,0,0
3412,1,168.4066,3,168.4066,0,0,1,1
3413,6,10.8,1,0,10.8,0,0,0
3414,0,46.3743,1,46.3743,0,0,1,0
3415,0,28.6,1,0,28.6,0,0,0
3416,0,40.5205,1,40.5205,0,0,1,0
3417,3,57.5,3,0,57.5,0,0,0
3418,1,46.5114,3,28.0814,18.43,0,1,1
3419,0,3.8,1,0,3.8,0,0,0
3420,2,45.4387,2,39.5687,5.87,0,1,1
3421,2,11.92,1,0,11.92,0,0,0
3422,2,20.0903,2,20.0903,0,0,0,0
3423,3,17.66,1,0,17.66,1,0,0
3424,18,29.96,2,0,29.96,1,0,0
3425,2,6.3764,1,6.3764,0,0,0,0
3426,2,60.3487,2,49.3687,10.98,0,1,1
3427,2,195.0636,6,150.2936,44.77,0,1,0
3428,0,0,1,0,0,0,0,0
3429,3,30.82,1,0,30.82,0,0,0
3430,4,43.08,2,0,43.08,0,0,0
3431,2,22.91,1,0,22.91,0,0,0
3432,1,42.5901,2,33.2901,9.3,0,1,1
3433,2,46.7392,2,14.4392,32.3,0,0,0
3434,0,41.8727,2,33.0427,8.83,0,1,1
3435,2,18.99,1,0,18.99,0,0,0
3436,2,29.97,1,0,29.97,0,0,0
3437,0,44.2266,3,35.5966,8.63,0,1,1
3438,4,15.66,1,0,15.66,0,0,0
3439,5,14.379,3,14.379,0,0,0,0
3440,2,21.03,1,0,21.03,0,0,0
3441,1,34.51,1,0,34.51,0,0,0
3442,3,36.7,3,0,36.7,0,0,0
3443,1,48.1538,2,35.4238,12.73,0,1,1
3444,3,55.77,2,0,55.77,0,0,0
3445,2,36.45,1,0,36.45,0,0,0
3446,1,21.4119,1,21.4119,0,0,0,0
3447,4,9.73,1,0,9.73,0,0,0
3448,1,108.5481,6,62.7181,45.83,0,1,1
3449,2,71.1643,2,48.9143,22.25,0,1,1
3450,0,96.8304,2,96.8304,0,0,0,0
3451,3,85.6066,2,85.6066,0,0,0,0
3452,2,120.7994,1,120.7994,0,0,1,0
3453,5,42.7346,2,21.0946,21.64,0,0,0
3454,1,27.65,2,0,27.65,0,0,0
3455,1,9.03,1,0,9.03,0,0,0
3456,0,23.36,1,0,23.36,0,0,0
3457,3,21.18,2,0,21.18,0,0,0
3458,8,44.5003,3,34.7303,9.77,0,1,1
3459,7,25.34,1,0,25.34,0,0,0
3460,1,15.5477,1,15.5477,0,0,0,0
3461,1,39.26,2,0,39.26,0,0,0
3462,2,10.9173,1,10.9173,0,0,0,0
3463,2,99.1547,5,54.2047,44.95,0,1,1
3464,2,84.2809,4,33.0409,51.24,0,1,1
3465,6,62.7621,6,20.8821,41.88,0,0,0
3466,2,24.5637,1,24.5637,0,0,0,0
3467,2,20,2,0,20,0,0,0
3468,6,32.97,2,0,32.97,0,0,0
3469,2,44.9161,1,44.9161,0,0,1,0
3470,2,23.296,1,23.296,0,0,0,0
3471,10,19,1,0,19,0,0,0
3472,3,37.3819,4,37.3819,0,0,0,0
3473,0,9,1,0,9,0,0,0
3474,0,27.23,1,0,27.23,0,0,0
3475,12,46.1469,1,46.1469,0,0,1,0
3476,3,75.5776,3,55.2776,20.3,0,1,1
3477,0,444.19,5,424.76,19.43,0,1,1
3478,0,147.5502,2,147.5502,0,4,0,0
3479,0,22.5348,1,22.5348,0,0,0,0
3480,2,10.9173,1,10.9173,0,1,0,0
3481,2,22.7183,1,22.7183,0,0,0,0
3482,3,15,1,0,15,0,0,0
3483,3,45.56,2,0,45.56,0,0,0
3484,0,42.8206,2,34.5006,8.32,0,1,1
3485,1,40.11,1,0,40.11,0,0,0
3486,0,46.3817,3,34.0517,12.33,1,1,1
3487,6,22.7465,1,22.7465,0,0,0,0
3488,2,24.23,2,0,24.23,0,0,0
3489,2,23.7,2,0,23.7,0,0,0
3490,4,33.24,1,0,33.24,0,0,0
3491,4,126.1404,3,115.8104,10.33,0,1,1
3492,6,49.9155,1,49.9155,0,0,1,0
3493,8,119.3808,3,119.3808,0,0,0,0
3494,0,93.4265,2,93.4265,0,0,0,0
3495,1,185.623,6,134.693,50.93,0,1,1
3496,3,41.7809,2,33.2909,8.49,0,1,1
3497,0,43.2023,2,34.8823,8.32,0,1,1
3498,3,24.02,1,0,24.02,0,0,0
3499,7,21.76,2,0,21.76,0,0,0
3500,0,3.4793,1,3.4793,0,0,0,0
3501,2,75.0142,2,52.8242,22.19,0,1,1
3502,0,129.5855,6,93.1255,36.46,0,1,0
3503,1,151.9049,4,126.9749,24.93,0,0,0
3504,2,49.5292,2,36.0292,13.5,0,1,1
3505,0,9.92,1,0,9.92,1,0,0
3506,3,10.17,1,0,10.17,0,0,0
3507,2,42.6915,2,34.2615,8.43,0,1,1
3508,2,34.43,3,0,34.43,0,0,0
3509,2,27.1671,1,27.1671,0,0,0,0
3510,2,28.18,1,0,28.18,0,0,0
3511,4,21.49,1,0,21.49,0,0,0
3512,0,14.1,1,0,14.1,0,0,0
3513,0,26.6911,1,26.6911,0,0,1,0
3514,2,11.88,1,0,11.88,2,0,0
3515,0,212.0542,6,129.5242,82.53,0,1,1
3516,0,42.583,1,42.583,0,0,1,0
3517,4,14.7039,1,14.7039,0,0,0,0
3518,0,45.8732,1,45.8732,0,0,1,0
3519,0,34.38,1,0,34.38,0,0,0
3520,4,26.73,1,0,26.73,0,0,0
3521,4,34.9175,1,34.9175,0,0,0,0
3522,2,38.5855,3,20.5855,18,0,0,0
3523,2,3.9313,1,3.9313,0,0,0,0
3524,2,65.4951,1,65.4951,0,0,1,0
3525,0,232.6712,33,222.9712,9.7,0,0,0
3526,5,30.2623,1,30.2623,0,0,0,0
3527,3,40.1874,1,40.1874,0,0,1,0
3528,2,28.35,2,0,28.35,0,0,0
3529,1,13.71,1,0,13.71,0,0,0
3530,2,23.8329,1,23.8329,0,0,0,0
3531,20,39.9988,1,39.9988,0,0,1,0
3532,1,15.5054,1,15.5054,0,0,0,0
3533,0,17.1529,1,17.1529,0,0,0,0
3534,6,44.3867,4,5.9567,38.43,0,1,1
3535,2,16.1083,1,16.1083,0,0,0,0
3536,0,9.92,1,0,9.92,0,0,0
3537,7,14.379,1,14.379,0,0,0,0
3538,0,92.7275,3,74.9675,17.76,0,0,0
3539,3,76.7551,3,61.7551,15,0,1,1
3540,0,193.503,6,149.403,44.1,0,1,0
3541,0,205.6913,6,144.3813,61.31,0,1,1
3542,1,193.3179,6,128.0379,65.28,0,1,1
3543,0,26.8173,1,26.8173,0,0,0,0
3544,1,48.1078,2,39.6878,8.42,0,1,1
3545,0,18.92,1,0,18.92,0,0,0
3546,8,52.6373,3,10.9173,41.72,0,0,0
3547,2,34.5715,1,34.5715,0,0,0,0
3548,2,34.28,2,0,34.28,0,0,0
3549,1,44.5508,1,44.5508,0,0,1,0
3550,2,19.5855,1,19.5855,0,1,0,0
3551,5,0,1,0,0,0,1,0
3552,1,43.0252,2,34.5552,8.47,0,1,1
3553,0,82.8405,2,82.8405,0,0,1,0
3554,2,56.9707,2,44.8707,12.1,0,1,1
3555,0,68.0563,6,57.0563,11,0,1,1
3556,1,52.1653,2,52.1653,0,0,0,0
3557,0,287.4484,7,239.5984,47.85,0,1,1
3558,0,0,1,0,0,0,0,0
3559,0,14.7273,1,14.7273,0,0,0,0
3560,1,3.4793,1,3.4793,0,0,0,0
3561,0,18.57,2,0,18.57,0,0,0
3562,0,38.9,1,0,38.9,0,0,0
3563,1,49.43,3,0,49.43,0,0,0
3564,1,37.39,1,0,37.39,0,0,0
3565,9,40.6002,1,40.6002,0,0,1,0
3566,0,16.2673,1,16.2673,0,0,0,0
3567,0,15.3358,1,15.3358,0,0,0,0
3568,0,43.3725,1,43.3725,0,0,1,0
3569,0,44.651,5,44.651,0,0,0,0
3570,46,44.0732,1,44.0732,0,0,1,0
3571,3,65.7748,2,55.3948,10.38,1,1,1
3572,3,63.3854,2,42.1654,21.22,0,1,1
3573,0,119.3399,6,61.8599,57.48,0,1,1
3574,3,62.8679,2,51.9179,10.95,0,1,1
3575,0,79.9472,4,79.9472,0,0,0,0
3576,3,57.083,3,31.493,25.59,0,0,0
3577,1,181.3552,4,181.3552,0,0,0,0
3578,2,42.1395,2,32.8895,9.25,0,1,1
3579,0,22.4119,1,22.4119,0,0,0,0
3580,1,9,1,0,9,0,0,0
3581,0,9.99,1,0,9.99,0,0,0
3582,0,22.31,1,0,22.31,0,0,0
3583,3,39.1081,2,33.3881,5.72,2,1,1
3584,1,31.0769,1,31.0769,0,0,0,0
3585,15,19.2609,3,17.0409,2.22,0,1,0
3586,20,33.9645,2,33.9645,0,0,0,0
3587,0,44.9,1,0,44.9,0,0,0
3588,0,129.5065,5,104.5265,24.98,0,1,1
3589,3,105.2435,4,84.9835,20.26,0,1,1
3590,4,69.7168,3,48.0468,21.67,0,1,1
3591,3,68.1055,2,55.9455,12.16,0,1,1
3592,0,47.2045,6,47.2045,0,0,0,0
3593,1,96.2372,2,96.2372,0,0,1,0
3594,3,148.8598,4,138.4298,10.43,0,0,0
3595,0,14.379,1,14.379,0,0,0,0
3596,0,24.43,1,0,24.43,0,0,0
3597,0,28.73,1,0,28.73,0,0,0
3598,5,34.6238,1,34.6238,0,0,0,0
3599,0,37.19,1,0,37.19,0,0,0
3600,2,16.44,1,0,16.44,1,0,0
3601,2,56.04,2,0,56.04,0,0,0
3602,3,25.5927,1,25.5927,0,0,1,0
3603,0,32.92,1,0,32.92,0,0,0
3604,1,39.9988,1,39.9988,0,0,1,0
3605,1,28.38,1,0,28.38,0,0,0
3606,0,103.9718,6,39.1718,64.8,0,1,1
3607,3,59.5456,2,43.7756,15.77,0,1,1
3608,0,319.1084,3,209.3684,109.74,0,0,0
3609,3,45.5394,1,45.5394,0,1,0,0
3610,5,44.8631,1,44.8631,0,0,1,0
3611,2,32.86,1,0,32.86,0,0,0
3612,4,23.7413,1,23.7413,0,0,0,0
3613,2,22.2227,1,22.2227,0,0,0,0
3614,2,17.5288,1,17.5288,0,0,0,0
3615,36,24.0416,1,24.0416,0,0,0,0
3616,0,4.3057,1,4.3057,0,0,0,0
3617,0,9,1,0,9,0,0,0
3618,13,4.5418,1,4.5418,0,0,0,0
3619,3,48.6576,1,48.6576,0,0,1,1
3620,0,120.2993,4,78.2393,42.06,0,0,0
3621,0,106.3208,4,95.8908,10.43,0,1,1
3622,0,63.5579,2,63.5579,0,0,0,0
3623,2,128.3176,3,98.1576,30.16,0,1,0
3624,2,57.9924,2,45.8024,12.19,0,1,1
3625,2,44.6117,1,44.6117,0,0,0,0
3626,3,19.4869,1,19.4869,0,1,0,0
3627,20,12.92,1,0,12.92,0,0,0
3628,0,0,1,0,0,4,0,0
3629,0,20.89,1,0,20.89,0,0,0
3630,1,45.3912,1,45.3912,0,0,1,0
3631,2,28.3292,1,28.3292,0,0,0,0
3632,0,49.51,3,0,49.51,0,0,0
3633,2,21.84,1,0,21.84,0,0,0
3634,5,38.15,2,0,38.15,0,0,0
3635,11,45.199,1,45.199,0,0,1,0
3636,2,32.6,1,0,32.6,0,0,0
3637,3,13.9727,3,7.8427,6.13,1,1,1
3638,2,50.98,2,0,50.98,0,0,0
3639,2,27.4443,1,27.4443,0,0,0,0
3640,0,65.155,2,65.155,0,0,1,0
3641,2,57.5059,1,57.5059,0,0,1,0
3642,2,85.6152,2,75.2852,10.33,0,1,1
3643,1,216.5807,7,171.4907,45.09,0,1,1
3644,1,329.8632,8,241.2232,88.64,0,1,0
3645,4,42.583,1,42.583,0,0,1,0
3646,2,39.06,2,0,39.06,0,0,0
3647,4,14.5512,1,14.5512,0,0,0,0
3648,0,38.6,2,0,38.6,0,0,0
3649,25,40.0881,1,40.0881,0,0,1,0
3650,0,13.9986,3,1.1086,12.89,0,1,1
3651,2,19.6997,1,19.6997,0,0,0,0
3652,0,40.2367,3,31.9167,8.32,0,1,1
3653,4,29.76,1,0,29.76,0,0,0
3654,1,45.656,3,35.996,9.66,0,1,1
3655,2,44.4049,1,44.4049,0,0,1,0
3656,2,66.626,2,57.256,9.37,0,1,1
3657,0,348.6185,5,324.6985,23.92,0,1,1
3658,1,235.3692,7,156.7492,78.62,0,1,0
3659,0,247.6606,6,135.0006,112.66,0,1,1
3660,0,46.6583,1,46.6583,0,0,0,0
3661,1,45.8,1,0,45.8,0,0,0
3662,2,14.379,3,14.379,0,0,0,0
3663,2,25.6641,1,25.6641,0,0,0,0
3664,1,33.7127,1,33.7127,0,0,0,0
3665,0,13.55,1,0,13.55,0,0,0
3666,1,19.43,1,0,19.43,1,0,0
3667,2,15.2054,1,15.2054,0,0,0,0
3668,2,14.0127,2,4.6827,9.33,1,1,1
3669,1,37.82,1,0,37.82,0,0,0
3670,0,11.67,1,0,11.67,0,0,0
3671,1,119.5558,1,119.5558,0,0,1,0
3672,2,71.9942,2,61.5642,10.43,0,1,1
3673,0,110.6637,6,69.2437,41.42,0,1,1
3674,2,61.4765,1,61.4765,0,0,1,0
3675,0,243.5738,6,176.6638,66.91,0,1,1
3676,0,50.44,2,0,50.44,0,0,0
3677,1,17.46,1,0,17.46,0,0,0
3678,0,26.6401,1,26.6401,0,0,0,0
3679,3,16.0066,1,16.0066,0,1,0,0
3680,4,14.4956,1,14.4956,0,0,0,0
3681,2,20.14,1,0,20.14,0,0,0
3682,0,129.1694,1,129.1694,0,0,1,0
3683,2,50.2733,1,50.2733,0,0,1,0
3684,2,64.3509,2,43.0909,21.26,0,1,1
3685,0,133.9431,3,96.7531,37.19,0,0,0
3686,2,59.007,2,41.147,17.86,0,1,1
3687,6,99.5095,3,56.0895,43.42,0,1,1
3688,2,78.2444,2,60.5544,17.69,0,1,1
3689,1,329.9621,9,163.9521,166.01,0,1,0
3690,0,150.9992,2,150.9992,0,0,0,0
3691,0,35.708,3,27.508,8.2,0,1,1
3692,3,39.29,2,0,39.29,0,0,0
3693,0,0,2,0,0,0,0,0
3694,0,14.99,1,0,14.99,0,0,0
3695,0,36.1,1,0,36.1,0,0,0
3696,1,39.6462,1,39.6462,0,0,1,0
3697,2,43.6851,2,33.2351,10.45,0,1,1
3698,0,15.9522,1,15.9522,0,0,0,0
3699,2,52.2469,1,52.2469,0,0,1,0
3700,3,71.4401,2,60.2901,11.15,0,1,1
3701,3,82.4476,2,82.4476,0,1,1,0
3702,2,73.1297,2,45.4797,27.65,0,1,1
3703,3,66.6363,2,47.3963,19.24,0,1,1
3704,3,98.0771,4,58.9371,39.14,0,1,1
3705,0,336.8783,9,286.5383,50.34,0,0,0
3706,2,25.5578,1,25.5578,0,0,0,0
3707,0,3.4793,1,3.4793,0,0,0,0
3708,1,28.1,1,0,28.1,0,0,0
3709,0,27.5259,1,27.5259,0,0,0,0
3710,1,18.1946,1,18.1946,0,0,0,0
3711,0,44.5505,2,34.8305,9.72,0,1,1
3712,3,25.866,1,25.866,0,0,0,0
3713,1,25.0693,2,3.4793,21.59,0,0,0
3714,2,46.2011,2,36.7911,9.41,0,1,1
3715,3,16.9642,1,16.9642,0,0,0,0
3716,2,72.891,2,61.281,11.61,0,1,1
3717,0,243.7895,6,152.8895,90.9,0,0,0
3718,0,471.1084,9,228.8984,242.21,0,0,0
3719,3,18.0614,1,18.0614,0,0,0,0
3720,1,53.33,2,0,53.33,0,0,0
3721,0,36.522,1,36.522,0,0,1,0
3722,2,43.9191,1,43.9191,0,0,1,0
3723,0,12.58,1,0,12.58,0,0,0
3724,2,54.1946,3,12.5546,41.64,0,1,1
3725,6,17.7504,1,17.7504,0,0,0,0
3726,2,17.7288,1,17.7288,0,0,0,0
3727,1,61.39,3,0,61.39,0,0,0
3728,0,9.27,1,0,9.27,0,0,0
3729,0,22.92,1,0,22.92,0,0,0
3730,1,28.48,1,0,28.48,0,0,0
3731,20,26.379,2,14.379,12,0,0,0
3732,0,41.91,1,0,41.91,0,0,0
3733,0,58.9766,6,46.3866,12.59,0,1,1
3734,2,70.507,2,43.937,26.57,0,1,1
3735,2,103.6127,4,45.3527,58.26,0,1,1
3736,3,66.5704,3,52.9504,13.62,0,1,1
3737,1,256.7398,6,247.2398,9.5,0,0,0
3738,0,318.4581,7,175.4081,143.05,0,1,0
3739,2,17.5288,1,17.5288,0,0,0,0
3740,3,21.49,1,0,21.49,0,0,0
3741,0,18.7591,3,18.7591,0,0,0,0
3742,0,11.46,1,0,11.46,0,0,0
3743,0,33.4,1,0,33.4,0,0,0
3744,2,46.4336,1,46.4336,0,0,1,0
3745,0,26.6877,1,26.6877,0,0,0,0
3746,1,207.3921,6,159.6421,47.75,0,0,0
3747,0,12,1,0,12,0,0,0
3748,0,28.35,1,0,28.35,0,0,0
3749,7,43.8772,1,43.8772,0,0,1,0
3750,0,0,1,0,0,0,0,0
3751,11,14.7633,1,14.7633,0,2,0,0
3752,2,44.0794,1,44.0794,0,1,1,0
3753,3,40.05,2,0,40.05,0,0,0
3754,1,14.49,1,14.49,0,0,0,0
3755,0,16.58,1,0,16.58,0,0,0
3756,2,10.74,1,0,10.74,0,0,0
3757,4,15.2054,1,15.2054,0,0,0,0
3758,8,85.2272,3,64.4172,20.81,0,1,1
3759,2,87.2036,3,65.0436,22.16,0,1,1
3760,0,98.4629,3,87.4629,11,0,0,0
3761,0,754.47,2,0,754.47,0,0,0
3762,1,142.7642,2,142.7642,0,0,0,0
3763,1,147.7049,4,127.6949,20.01,0,0,0
3764,0,40.2357,1,40.2357,0,1,1,0
3765,1,32.42,1,0,32.42,0,0,0
